"Code","Class","SourceStatus","DescriptionPreferred","DescriptionBase","DescriptionApp"
"P2562","P","app-only","Турбонагнетатель Наддув Управление Положение Датчик Цепь",,"Турбонагнетатель Наддув Управление Положение Датчик Цепь"
"P2563","P","app-only","Турбонагнетатель Наддув Управление Положение Датчик Цепь Диапазон/Производительность",,"Турбонагнетатель Наддув Управление Положение Датчик Цепь Диапазон/Производительность"
"P2564","P","app-only","Турбонагнетатель Наддув Управление Положение Датчик Цепь Низкий",,"Турбонагнетатель Наддув Управление Положение Датчик Цепь Низкий"
"P2565","P","app-only","Турбонагнетатель Наддув Управление Положение Датчик Цепь Высокий",,"Турбонагнетатель Наддув Управление Положение Датчик Цепь Высокий"
"P2566","P","app-only","Турбонагнетатель Наддув Управление Положение Датчик Цепь Прерывистый",,"Турбонагнетатель Наддув Управление Положение Датчик Цепь Прерывистый"
"P2567","P","app-only","Direct Ozone Reduction Катализатор Температура Датчик Цепь",,"Direct Ozone Reduction Катализатор Температура Датчик Цепь"
"P2568","P","app-only","Direct Ozone Reduction Катализатор Температура Датчик Цепь Диапазон/Производительность",,"Direct Ozone Reduction Катализатор Температура Датчик Цепь Диапазон/Производительность"
"P2569","P","app-only","Direct Ozone Reduction Катализатор Температура Датчик Цепь Низкий",,"Direct Ozone Reduction Катализатор Температура Датчик Цепь Низкий"
"P2570","P","app-only","Direct Ozone Reduction Катализатор Температура Датчик Цепь Высокий",,"Direct Ozone Reduction Катализатор Температура Датчик Цепь Высокий"
"P2571","P","app-only","Direct Ozone Reduction Катализатор Температура Датчик Цепь Прерывистый/Нестабильный",,"Direct Ozone Reduction Катализатор Температура Датчик Цепь Прерывистый/Нестабильный"
"P2572","P","app-only","Direct Ozone Reduction Катализатор Deterioration Датчик Цепь",,"Direct Ozone Reduction Катализатор Deterioration Датчик Цепь"
"P2573","P","app-only","Direct Ozone Reduction Катализатор Deterioration Датчик Цепь Диапазон/Производительность",,"Direct Ozone Reduction Катализатор Deterioration Датчик Цепь Диапазон/Производительность"
